transaction_id,user_id,sender_upi,receiver_upi,amount,timestamp,device_id,location,is_new_device,transaction_velocity,avg_transaction_amount,amount_deviation,hour_of_day,is_night,failed_attempts_last_24h,account_age_days,merchant_risk_score,graph_risk_score,behavior_score,label,transaction_type,fraud_pattern,scenario_profile
TXN_20260108_0000486,user_00931,user_00931@okbank,merchant_01019@upi,601.07,2026-01-08T10:17:00,DEV_00931_A,Mumbai,0,2,458.94,0.5907,10,0,1,848,0.5824,0.4705,0.0209,0,transfer,normal,standard
TXN_20260108_0002076,user_00323,user_00323@okbank,merchant_00974@upi,897.6,2026-01-08T10:48:00,DEV_00323_A,Pune,0,9,1457.2,-0.8487,10,0,1,2545,0.6465,0.5532,0.2113,0,purchase,normal,standard
TXN_20260108_0002726,user_00242,user_00242@okbank,merchant_00975@upi,727.19,2026-01-08T11:08:00,DEV_00242_A,Hyderabad,0,1,748.9,-0.0614,11,0,0,1939,0.2328,0.1602,0.1348,0,bill_payment,normal,standard
TXN_20260108_0002600,user_01232,user_01232@okbank,merchant_00431@upi,985.77,2026-01-08T11:13:00,DEV_01232_A,Delhi,0,2,1381.06,-0.579,11,0,0,379,0.508,0.2569,0.0,0,transfer,normal,standard
TXN_20260108_0001743,user_01008,user_01008@okbank,merchant_01523@upi,2055.13,2026-01-08T11:26:00,DEV_01008_A,Chennai,0,1,1345.32,0.9839,11,0,1,904,0.2503,0.0956,0.032,0,transfer,normal,standard
TXN_20260108_0005163,user_00955,user_00955@okbank,merchant_00359@upi,1895.49,2026-01-08T12:31:00,DEV_00955_A,Delhi,0,1,2398.09,-0.7093,12,0,0,392,0.1706,0.2045,0.1085,0,purchase,normal,standard
TXN_20260108_0002735,user_00957,user_00957@okbank,merchant_01396@upi,10210.03,2026-01-08T12:57:00,DEV_00957_A,Hyderabad,0,34,2916.98,4.9156,12,0,9,241,0.767,0.6896,0.8673,1,transfer,high_velocity_no_new_device,fraud_severe
TXN_20260108_0002315,user_00601,user_00601@okbank,merchant_00038@upi,2734.35,2026-01-08T13:01:00,DEV_00601_A,Bengaluru,0,3,3547.76,-0.5566,13,0,1,220,0.2064,0.261,0.0394,0,transfer,normal,standard
TXN_20260108_0005995,user_01342,user_01342@okbank,merchant_00994@upi,936.94,2026-01-08T13:02:00,DEV_01342_A,Bengaluru,0,9,661.71,0.8049,13,0,0,101,0.3029,0.2917,0.2962,0,bill_payment,normal,normal_edge_normal_velocity_burst_known_context
TXN_20260108_0001137,user_00805,user_00805@okbank,merchant_00882@upi,2144.37,2026-01-08T13:13:00,DEV_00805_A,Hyderabad,0,1,2200.67,-0.0547,13,0,0,2129,0.2621,0.4573,0.0389,0,purchase,normal,standard
TXN_20260108_0001045,user_01079,user_01079@okbank,merchant_01483@upi,3430.89,2026-01-08T13:37:00,DEV_01079_A,Hyderabad,0,2,2625.48,1.2524,13,0,0,2181,0.2462,0.116,0.0,0,transfer,normal,standard
TXN_20260108_0000136,user_00741,user_00741@okbank,merchant_00041@upi,1144.58,2026-01-08T14:41:00,DEV_00741_A,Hyderabad,0,4,629.73,1.5971,14,0,2,323,0.3576,0.4494,0.1549,0,purchase,normal,standard
TXN_20260108_0004916,user_00306,user_00306@okbank,merchant_01261@upi,1272.99,2026-01-08T15:16:00,DEV_00306_A,Delhi,0,1,1616.72,-0.9509,15,0,1,2673,0.0901,0.1105,0.0,0,transfer,normal,standard
TXN_20260108_0000737,user_00440,user_00440@okbank,merchant_00223@upi,2548.56,2026-01-08T15:39:00,DEV_00440_A,Mumbai,0,1,2868.32,-0.3255,15,0,0,1370,0.0771,0.2187,0.0168,0,transfer,normal,standard
TXN_20260108_0002949,user_01249,user_01249@okbank,merchant_00533@upi,1205.97,2026-01-08T16:22:00,DEV_01249_A,Ahmedabad,0,3,1116.96,0.2666,16,0,0,2663,0.2419,0.4507,0.0522,0,transfer,normal,standard
TXN_20260108_0004236,user_00292,user_00292@okbank,merchant_01613@upi,1407.06,2026-01-08T17:04:00,DEV_00292_A,Delhi,0,1,1234.42,0.334,17,0,0,2899,0.1751,0.2013,0.0,0,recharge,normal,standard
TXN_20260108_0005209,user_01156,user_01156@okbank,merchant_01045@upi,10509.24,2026-01-08T17:11:00,DEV_DEV_005209,Delhi,1,9,1447.06,22.1637,17,0,6,2300,0.789,0.5976,0.9701,1,transfer,large_amount_deviation,fraud_severe
TXN_20260108_0002515,user_00754,user_00754@okbank,merchant_01288@upi,705.6,2026-01-08T18:25:00,DEV_00754_A,Ahmedabad,0,2,1137.3,-1.4428,18,0,0,109,0.3388,0.4049,0.1205,0,purchase,normal,standard
TXN_20260108_0000531,user_00761,user_00761@okbank,merchant_00089@upi,713.69,2026-01-08T18:33:00,DEV_00761_A,Ahmedabad,0,1,815.35,-0.3633,18,0,1,347,0.2281,0.2732,0.0426,0,purchase,normal,standard
TXN_20260108_0003419,user_01035,user_01035@okbank,merchant_01250@upi,2870.0,2026-01-08T19:12:00,DEV_01035_B,Kolkata,1,1,2935.34,-0.072,19,0,3,2169,0.1193,0.0495,0.2421,0,transfer,normal,standard
TXN_20260108_0003802,user_01148,user_01148@okbank,merchant_00257@upi,1309.1,2026-01-08T19:28:00,DEV_01148_A,Chennai,0,1,1621.43,-0.5684,19,0,0,2269,0.4575,0.0774,0.0686,0,transfer,normal,standard
TXN_20260108_0002037,user_00025,user_00025@okbank,merchant_00386@upi,659.17,2026-01-08T20:16:00,DEV_00025_A,Delhi,0,1,1049.47,-0.8059,20,0,0,2816,0.2085,0.1655,0.0,0,purchase,normal,standard
TXN_20260108_0000699,user_00914,user_00914@okbank,merchant_00858@upi,478.82,2026-01-08T20:36:00,DEV_00914_A,Chennai,0,2,954.76,-1.1293,20,0,1,339,0.4125,0.3347,0.1401,0,purchase,normal,standard
TXN_20260108_0001437,user_00576,user_00576@okbank,merchant_01269@upi,1348.4,2026-01-08T20:44:00,DEV_00576_A,Bengaluru,0,1,1191.02,0.5394,20,0,0,839,0.4924,0.0922,0.0,0,recharge,normal,standard
TXN_20260108_0001546,user_00984,user_00984@okbank,merchant_00933@upi,2484.47,2026-01-08T21:33:00,DEV_00984_A,Bengaluru,0,1,2085.31,0.6644,21,0,1,698,0.0907,0.2983,0.078,0,purchase,normal,standard
TXN_20260108_0002609,user_00800,user_00800@okbank,merchant_01242@upi,2937.68,2026-01-08T21:45:00,DEV_00800_A,Bengaluru,0,1,2462.37,0.7444,21,0,0,2898,0.1395,0.4258,0.0,0,recharge,normal,standard
TXN_20260108_0000142,user_00337,user_00337@okbank,merchant_01082@upi,1895.27,2026-01-08T21:47:00,DEV_00337_A,Mumbai,0,3,2169.13,-0.4147,21,0,1,1032,0.3728,0.2959,0.0,0,recharge,normal,standard
TXN_20260108_0005845,user_00278,user_00278@okbank,refund.support.helpdesk.95@upi,3770.92,2026-01-08T23:13:00,DEV_NIGHT_005845,Chennai,1,4,1371.49,7.8924,23,0,4,2051,0.8264,0.619,0.8203,1,transfer,unusual_time_medium_deviation,fraud_severe
TXN_20260109_0001059,user_00608,user_00608@okbank,urgent.kyc.verify.59@upi,6737.46,2026-01-09T02:06:00,DEV_ATTACK_001059,Mumbai,1,11,1465.39,7.3603,2,1,1,1685,0.4893,0.5286,0.7858,1,transfer,high_amount_new_device,fraud_moderate
TXN_20260109_0004230,user_00945,user_00945@okbank,merchant_00987@upi,1377.73,2026-01-09T07:08:00,DEV_00945_A,Delhi,0,3,1899.19,-0.7492,7,0,1,3161,0.3196,0.466,0.1445,0,transfer,normal,standard
TXN_20260109_0003651,user_00976,user_00976@okbank,merchant_00103@upi,1304.26,2026-01-09T07:22:00,DEV_00976_A,Delhi,0,1,1524.54,-0.3277,7,0,1,864,0.1821,0.1863,0.0498,0,transfer,normal,standard
TXN_20260109_0003567,user_00288,user_00288@okbank,merchant_00872@upi,1043.2,2026-01-09T07:48:00,DEV_00288_A,Pune,0,1,1427.53,-1.0261,7,0,1,449,0.3748,0.1041,0.0723,0,transfer,normal,standard
TXN_20260109_0000011,user_01249,user_01249@okbank,merchant_00929@upi,825.05,2026-01-09T09:28:00,DEV_01249_A,Ahmedabad,0,1,1237.58,-1.2355,9,0,0,2663,0.3586,0.3309,0.1824,0,purchase,normal,standard
TXN_20260109_0005196,user_00278,user_00278@okbank,merchant_01523@upi,1347.56,2026-01-09T09:35:00,DEV_TRAVEL_005196,Kolkata,1,3,1392.45,-0.1476,9,0,0,2051,0.1632,0.2988,0.3994,0,bill_payment,normal,normal_edge_normal_new_device_low_value
TXN_20260109_0003096,user_00134,user_00134@okbank,merchant_00597@upi,632.76,2026-01-09T09:47:00,DEV_00134_A,Hyderabad,0,3,1247.98,-0.9655,9,0,0,2394,0.1505,0.6218,0.1048,0,bill_payment,normal,standard
TXN_20260109_0005705,user_01046,user_01046@okbank,merchant_00366@upi,30294.75,2026-01-09T10:02:00,DEV_01046_A,Kolkata,0,16,4041.51,13.6971,10,0,7,1569,0.8114,0.6799,0.7093,1,transfer,large_amount_deviation,fraud_severe
TXN_20260109_0004634,user_00861,user_00861@okbank,merchant_01183@upi,2027.1,2026-01-09T10:22:00,DEV_00861_B,Chennai,1,2,1690.04,0.5274,10,0,0,242,0.5122,0.389,0.3031,0,recharge,normal,standard
TXN_20260109_0002115,user_00341,user_00341@okbank,merchant_01293@upi,957.23,2026-01-09T10:27:00,DEV_00341_A,Chennai,0,2,1057.16,-0.1887,10,0,2,1537,0.287,0.0339,0.0457,0,recharge,normal,standard
TXN_20260109_0001874,user_00962,user_00962@okbank,merchant_01310@upi,1940.15,2026-01-09T10:35:00,DEV_00962_A,Kolkata,0,1,1752.45,0.4389,10,0,0,765,0.1248,0.1285,0.046,0,transfer,normal,standard
TXN_20260109_0001126,user_00508,user_00508@okbank,merchant_00918@upi,1670.41,2026-01-09T10:36:00,DEV_00508_A,Bengaluru,0,3,2530.07,-0.7794,10,0,2,2094,0.3423,0.0905,0.1125,0,bill_payment,normal,standard
TXN_20260109_0003718,user_01304,user_01304@okbank,merchant_00985@upi,1821.27,2026-01-09T11:14:00,DEV_01304_A,Pune,0,3,1552.5,0.54,11,0,0,2149,0.2243,0.162,0.0007,0,bill_payment,normal,standard
TXN_20260109_0002458,user_01086,user_01086@okbank,merchant_01620@upi,2476.53,2026-01-09T11:21:00,DEV_01086_A,Mumbai,0,1,2376.31,0.102,11,0,1,3144,0.1577,0.1567,0.0,0,purchase,normal,standard
TXN_20260109_0004551,user_00399,user_00399@okbank,merchant_00954@upi,770.37,2026-01-09T11:46:00,DEV_00399_A,Chennai,0,6,586.26,1.087,11,0,3,2196,0.2822,0.4548,0.1133,0,transfer,normal,standard
TXN_20260109_0003678,user_00543,user_00543@okbank,merchant_00735@upi,1668.04,2026-01-09T12:08:00,DEV_00543_A,Hyderabad,0,4,1407.56,0.4255,12,0,0,251,0.3183,0.2404,0.0414,0,purchase,normal,standard
TXN_20260109_0001955,user_00945,user_00945@okbank,merchant_00477@upi,1140.6,2026-01-09T12:27:00,DEV_00945_A,Delhi,0,6,1801.03,-0.9489,12,0,0,3161,0.2383,0.0923,0.0459,0,bill_payment,normal,standard
TXN_20260109_0002060,user_00567,user_00567@okbank,merchant_00786@upi,564.67,2026-01-09T12:32:00,DEV_00567_A,Hyderabad,0,1,610.9,-0.2963,12,0,0,996,0.2427,0.2059,0.0,0,purchase,normal,standard
TXN_20260109_0004765,user_01016,user_01016@okbank,merchant_00766@upi,812.26,2026-01-09T12:48:00,DEV_01016_A,Bengaluru,0,2,623.2,1.2722,12,0,3,1483,0.3868,0.1531,0.1834,0,purchase,normal,standard
TXN_20260109_0005237,user_00885,user_00885@okbank,merchant_01357@upi,693.6,2026-01-09T13:08:00,DEV_00885_A,Hyderabad,0,5,678.16,0.0399,13,0,2,1683,0.0486,0.2053,0.0107,0,recharge,normal,standard
TXN_20260109_0001558,user_00262,user_00262@okbank,merchant_01463@upi,1806.44,2026-01-09T13:25:00,DEV_00262_A,Kolkata,0,1,1337.42,1.0217,13,0,1,2795,0.3078,0.2429,0.0755,0,purchase,normal,standard
TXN_20260109_0005528,user_00455,user_00455@okbank,merchant_00708@upi,398.41,2026-01-09T13:47:00,DEV_00455_A,Bengaluru,0,1,596.51,-0.6419,13,0,0,930,0.2451,0.1479,0.0402,0,recharge,normal,standard
TXN_20260109_0005713,user_00261,user_00261@okbank,merchant_01154@upi,3494.64,2026-01-09T13:50:00,DEV_00261_A,Delhi,0,40,1685.82,1.9711,13,0,11,73,0.6278,0.7041,0.6069,1,transfer,high_velocity_no_new_device,fraud_severe
TXN_20260109_0000900,user_00290,user_00290@okbank,merchant_00316@upi,259.0,2026-01-09T14:48:00,DEV_00290_A,Kolkata,0,3,1037.8,-1.6501,14,0,0,2734,0.1458,0.4465,0.1367,0,transfer,normal,standard
TXN_20260109_0001963,user_01304,user_01304@okbank,merchant_01649@upi,1953.51,2026-01-09T15:48:00,DEV_01304_A,Pune,0,2,1659.79,0.5901,15,0,2,2149,0.0514,0.2511,0.0517,0,purchase,normal,standard
TXN_20260109_0005757,user_01322,user_01322@okbank,merchant_00038@upi,1165.66,2026-01-09T16:01:00,DEV_01322_A,Bengaluru,0,4,1425.01,-0.4157,16,0,1,2754,0.1377,0.045,0.0,0,bill_payment,normal,standard
TXN_20260109_0003503,user_01100,user_01100@okbank,merchant_01257@upi,1669.34,2026-01-09T17:00:00,DEV_01100_A,Pune,0,5,1443.55,0.5358,17,0,2,2246,0.3591,0.0477,0.0851,0,purchase,normal,standard
TXN_20260109_0000476,user_00680,user_00680@okbank,merchant_00335@upi,775.17,2026-01-09T17:21:00,DEV_00680_A,Bengaluru,0,1,952.81,-0.7113,17,0,1,1668,0.39,0.0797,0.0507,0,transfer,normal,standard
TXN_20260109_0004300,user_01123,user_01123@okbank,merchant_00789@upi,1250.93,2026-01-09T18:07:00,DEV_01123_A,Kolkata,0,1,2965.62,-1.7187,18,0,0,3476,0.3471,0.2586,0.2536,0,bill_payment,normal,normal_edge_normal_night_low_amount
TXN_20260109_0001935,user_00510,user_00510@okbank,merchant_00802@upi,5805.18,2026-01-09T18:14:00,DEV_00510_A,Bengaluru,0,4,4314.45,0.8146,18,0,0,1834,0.2685,0.1439,0.1478,0,purchase,normal,standard
TXN_20260109_0000328,user_00881,user_00881@okbank,merchant_01273@upi,2048.12,2026-01-09T19:05:00,DEV_00881_A,Hyderabad,0,2,1318.68,1.7644,19,0,2,3359,0.1679,0.1968,0.1288,0,recharge,normal,standard
TXN_20260109_0005005,user_00460,user_00460@okbank,merchant_01609@upi,1535.72,2026-01-09T19:26:00,DEV_00460_A,Kolkata,0,3,1510.55,0.0715,19,0,0,2862,0.2366,0.3361,0.0656,0,transfer,normal,standard
TXN_20260109_0003862,user_00135,user_00135@okbank,merchant_01103@upi,874.79,2026-01-09T19:29:00,DEV_00135_A,Mumbai,0,1,872.76,0.0088,19,0,0,3093,0.1629,0.1,0.0767,0,transfer,normal,standard
TXN_20260109_0001789,user_00095,user_00095@okbank,merchant_01009@upi,209.81,2026-01-09T19:55:00,DEV_00095_A,Chennai,0,2,1343.74,-1.7823,19,0,0,2333,0.2809,0.3082,0.0948,0,purchase,normal,standard
TXN_20260109_0002581,user_01234,user_01234@okbank,merchant_00205@upi,5432.05,2026-01-09T20:14:00,DEV_VEL_002581,Mumbai,1,48,1211.97,12.3215,20,0,9,2929,0.8102,0.7275,0.989,1,transfer,high_velocity_no_new_device,fraud_severe
TXN_20260109_0004628,user_00735,user_00735@okbank,merchant_00042@upi,772.9,2026-01-09T21:33:00,DEV_00735_A,Chennai,0,7,527.03,2.0008,21,0,0,2828,0.1494,0.3698,0.2983,0,transfer,normal,normal_edge_normal_velocity_burst_known_context
TXN_20260109_0003130,user_01091,user_01091@okbank,merchant_00848@upi,1872.98,2026-01-09T21:48:00,DEV_01091_A,Pune,0,4,1464.3,0.8416,21,0,1,1404,0.3384,0.413,0.1187,0,purchase,normal,standard
TXN_20260110_0003861,user_00693,user_00693@okbank,urgent.kyc.verify.111@upi,13005.13,2026-01-10T01:36:00,DEV_ATTACK_003861,Delhi,1,20,2118.48,9.8378,1,1,8,1860,0.7807,0.7133,1.0,1,transfer,high_amount_new_device,fraud_severe
TXN_20260110_0001735,user_00351,user_00351@okbank,merchant_00406@upi,10960.5,2026-01-10T01:47:00,DEV_00351_A,Delhi,0,53,2118.99,9.7526,1,1,6,3127,0.8255,0.7932,0.7556,1,transfer,high_velocity_no_new_device,fraud_severe
TXN_20260110_0005291,user_00723,user_00723@okbank,refund.support.helpdesk.41@upi,1706.71,2026-01-10T02:30:00,DEV_NIGHT_005291,Ahmedabad,1,3,678.58,6.0719,2,1,10,3094,0.6316,0.6077,0.8302,1,transfer,unusual_time_medium_deviation,fraud_severe
TXN_20260110_0003928,user_00669,user_00669@okbank,merchant_01247@upi,282.63,2026-01-10T02:53:00,DEV_00669_A,Hyderabad,0,3,493.66,-0.9617,2,1,1,654,0.0856,0.0695,0.0817,0,purchase,normal,standard
TXN_20260110_0000191,user_00113,user_00113@okbank,merchant_01396@upi,2133.12,2026-01-10T05:00:00,DEV_00113_A,Bengaluru,0,9,458.82,7.2538,5,1,1,984,0.668,0.6804,0.5645,1,transfer,large_amount_deviation,fraud_moderate
TXN_20260110_0000459,user_00121,user_00121@okbank,mule.collector.19@upi,6032.74,2026-01-10T06:07:00,DEV_00121_A,Kolkata,0,14,872.48,24.0987,6,0,1,2167,0.8293,0.8168,0.5033,1,transfer,suspicious_graph_connections,fraud_severe
TXN_20260110_0004662,user_00790,user_00790@okbank,merchant_00514@upi,1003.65,2026-01-10T07:00:00,DEV_00790_A,Pune,0,2,1243.65,-0.4827,7,0,0,737,0.0606,0.649,0.0,0,bill_payment,normal,standard
TXN_20260110_0003919,user_01147,user_01147@okbank,merchant_01512@upi,958.34,2026-01-10T07:45:00,DEV_01147_A,Chennai,0,3,1076.51,-0.3213,7,0,1,2945,0.2004,0.3656,0.0821,0,purchase,normal,standard
TXN_20260110_0005393,user_01393,user_01393@okbank,merchant_00173@upi,1584.78,2026-01-10T07:52:00,DEV_01393_A,Ahmedabad,0,2,1279.61,0.5567,7,0,0,2237,0.3948,0.5946,0.0766,0,recharge,normal,standard
TXN_20260110_0002016,user_00604,user_00604@okbank,merchant_00277@upi,2525.8,2026-01-10T08:12:00,DEV_00604_A,Pune,0,3,1840.48,0.6862,8,0,1,2314,0.2051,0.3651,0.0,0,transfer,normal,standard
TXN_20260110_0002706,user_01163,user_01163@okbank,merchant_00390@upi,1950.43,2026-01-10T08:41:00,DEV_01163_A,Chennai,0,1,2859.61,-0.6953,8,0,1,1880,0.332,0.2439,0.1562,0,bill_payment,normal,standard
TXN_20260110_0004396,user_00788,user_00788@okbank,merchant_00245@upi,1224.49,2026-01-10T08:52:00,DEV_00788_A,Hyderabad,0,4,1304.45,-0.2699,8,0,0,3360,0.0796,0.3047,0.0826,0,purchase,normal,standard
TXN_20260110_0005762,user_00025,user_00025@okbank,merchant_01229@upi,1000.85,2026-01-10T10:49:00,DEV_00025_A,Delhi,0,2,1063.46,-0.1293,10,0,1,2816,0.2895,0.1579,0.0,0,purchase,normal,standard
TXN_20260110_0002961,user_00493,user_00493@okbank,merchant_00956@upi,564.25,2026-01-10T11:12:00,DEV_00493_A,Pune,0,1,752.87,-0.5288,11,0,0,1051,0.3365,0.1737,0.0736,0,recharge,normal,standard
TXN_20260110_0000221,user_01351,user_01351@okbank,merchant_00475@upi,1455.98,2026-01-10T11:13:00,DEV_01351_A,Kolkata,0,2,1869.37,-0.5814,11,0,0,1002,0.3442,0.2392,0.0094,0,transfer,normal,standard
TXN_20260110_0005630,user_00430,user_00430@okbank,merchant_00057@upi,2515.66,2026-01-10T11:45:00,DEV_00430_A,Bengaluru,0,1,1431.32,1.5107,11,0,1,2969,0.1754,0.3385,0.1539,0,purchase,normal,standard
TXN_20260110_0000043,user_00167,user_00167@okbank,merchant_00381@upi,1319.81,2026-01-10T11:57:00,DEV_00167_A,Kolkata,0,1,806.74,1.5829,11,0,0,3419,0.0847,0.2089,0.2252,0,bill_payment,normal,standard
TXN_20260110_0004592,user_01398,user_01398@okbank,merchant_01341@upi,958.79,2026-01-10T12:01:00,DEV_01398_A,Bengaluru,0,1,1067.25,-0.2314,12,0,2,1785,0.291,0.0737,0.0,0,transfer,normal,standard
TXN_20260110_0000220,user_00325,user_00325@okbank,merchant_00803@upi,2090.69,2026-01-10T12:28:00,DEV_00325_A,Kolkata,0,3,1609.96,0.6268,12,0,0,969,0.3373,0.1156,0.0,0,transfer,normal,standard
TXN_20260110_0000187,user_01361,user_01361@okbank,merchant_00386@upi,4237.7,2026-01-10T13:00:00,DEV_01361_A,Delhi,0,5,1412.67,5.0671,13,0,0,932,0.1795,0.7219,0.4073,0,transfer,normal,normal_edge_normal_high_amount_known_device
TXN_20260110_0002023,user_01001,user_01001@okbank,merchant_01168@upi,4238.8,2026-01-10T13:03:00,DEV_FAIL_002023,Delhi,1,31,1108.25,11.7807,13,0,18,722,0.8406,0.7774,1.0,1,transfer,high_failed_attempts,fraud_severe
TXN_20260110_0001809,user_01048,user_01048@okbank,merchant_01748@upi,172.0,2026-01-10T13:10:00,DEV_01048_A,Pune,0,1,540.9,-1.2746,13,0,0,2618,0.1327,0.3346,0.0188,0,purchase,normal,standard
TXN_20260110_0000804,user_00938,user_00938@okbank,merchant_00740@upi,5470.37,2026-01-10T14:34:00,DEV_DEV_000804,Chennai,1,13,1264.41,6.8049,14,0,5,172,0.8434,0.7667,0.854,1,transfer,large_amount_deviation,fraud_severe
TXN_20260110_0004192,user_00821,user_00821@okbank,merchant_00099@upi,502.42,2026-01-10T15:07:00,DEV_00821_A,Pune,0,5,554.1,-0.1749,15,0,0,3193,0.2443,0.1316,0.0428,0,transfer,normal,standard
TXN_20260110_0005089,user_00081,user_00081@okbank,merchant_00544@upi,1833.0,2026-01-10T16:20:00,DEV_00081_A,Hyderabad,0,2,1626.69,0.3294,16,0,0,1389,0.0354,0.4451,0.1084,0,transfer,normal,standard
TXN_20260110_0005575,user_00147,user_00147@okbank,merchant_00627@upi,1644.57,2026-01-10T16:24:00,DEV_TRAVEL_005575,Hyderabad,1,5,1253.1,0.6404,16,0,1,2856,0.3327,0.3194,0.4791,0,recharge,normal,normal_edge_normal_new_device_low_value
TXN_20260110_0005917,user_00991,user_00991@okbank,merchant_01388@upi,3202.79,2026-01-10T16:35:00,DEV_00991_A,Hyderabad,0,1,3002.42,0.1969,16,0,0,2975,0.2272,0.3951,0.0,0,purchase,normal,standard
TXN_20260110_0002690,user_00776,user_00776@okbank,merchant_00433@upi,1823.66,2026-01-10T17:28:00,DEV_00776_A,Ahmedabad,0,3,1315.84,0.8797,17,0,0,350,0.3225,0.4741,0.0805,0,purchase,normal,standard
TXN_20260110_0003593,user_00327,user_00327@okbank,merchant_01688@upi,2418.31,2026-01-10T17:31:00,DEV_00327_B,Hyderabad,1,2,1701.5,1.3005,17,0,3,1810,0.0965,0.3032,0.315,0,bill_payment,normal,standard
TXN_20260110_0003905,user_01126,user_01126@okbank,merchant_00535@upi,3423.99,2026-01-10T18:08:00,DEV_01126_A,Delhi,0,8,2366.04,1.5402,18,0,1,3114,0.1146,0.0162,0.1678,0,transfer,normal,standard
TXN_20260110_0005429,user_00068,user_00068@okbank,merchant_01498@upi,1363.95,2026-01-10T18:18:00,DEV_00068_A,Delhi,0,2,1408.49,-0.1071,18,0,0,2905,0.2962,0.4414,0.0341,0,bill_payment,normal,standard
TXN_20260110_0003488,user_00103,user_00103@okbank,merchant_00787@upi,1791.75,2026-01-10T18:41:00,DEV_00103_A,Mumbai,0,2,1405.92,0.8058,18,0,1,921,0.2086,0.2729,0.0801,0,transfer,normal,standard
TXN_20260110_0002396,user_00707,user_00707@okbank,merchant_01064@upi,2960.25,2026-01-10T19:30:00,DEV_00707_A,Kolkata,0,3,2042.4,1.8557,19,0,0,2705,0.0548,0.2489,0.2747,0,transfer,normal,standard
TXN_20260110_0000381,user_00757,user_00757@okbank,merchant_01461@upi,1366.66,2026-01-10T20:14:00,DEV_00757_A,Bengaluru,0,4,1305.29,0.1406,20,0,0,59,0.1276,0.4719,0.099,0,recharge,normal,standard
TXN_20260110_0000814,user_00265,user_00265@okbank,merchant_00721@upi,2058.35,2026-01-10T20:30:00,DEV_00265_A,Delhi,0,4,1572.04,1.1973,20,0,1,1609,0.2171,0.2125,0.1183,0,bill_payment,normal,standard
TXN_20260110_0003450,user_01278,user_01278@okbank,merchant_01259@upi,3198.9,2026-01-10T20:31:00,DEV_01278_A,Ahmedabad,0,1,2456.8,0.972,20,0,1,2032,0.1067,0.1042,0.0,0,purchase,normal,standard
TXN_20260110_0004419,user_00931,user_00931@okbank,merchant_00344@upi,705.64,2026-01-10T20:46:00,DEV_00931_A,Mumbai,0,2,543.17,0.6753,20,0,1,848,0.5086,0.204,0.0581,0,purchase,normal,standard
TXN_20260110_0000553,user_00792,user_00792@okbank,merchant_01715@upi,651.79,2026-01-10T20:51:00,DEV_00792_A,Hyderabad,0,2,938.91,-0.882,20,0,1,1899,0.2,0.1603,0.0,0,transfer,normal,standard
TXN_20260110_0004858,user_01172,user_01172@okbank,merchant_00089@upi,1409.35,2026-01-10T20:59:00,DEV_01172_A,Delhi,0,3,1344.33,0.1867,20,0,0,1451,0.3021,0.0515,0.0,0,purchase,normal,standard
TXN_20260110_0004909,user_00248,user_00248@okbank,merchant_00340@upi,1757.17,2026-01-10T21:32:00,DEV_00248_A,Chennai,0,1,1370.28,0.8015,21,0,2,1519,0.3027,0.1596,0.1302,0,recharge,normal,standard
TXN_20260110_0002847,user_00278,user_00278@okbank,merchant_00558@upi,1509.98,2026-01-10T21:34:00,DEV_00278_A,Mumbai,0,3,1359.25,0.4958,21,0,1,2051,0.5162,0.1297,0.0477,0,purchase,normal,standard
TXN_20260110_0002821,user_00640,user_00640@okbank,merchant_00126@upi,1367.01,2026-01-10T21:35:00,DEV_00640_A,Delhi,0,1,2812.88,-1.5871,21,0,0,529,0.1035,0.2936,0.0607,0,transfer,normal,standard
TXN_20260110_0004635,user_00955,user_00955@okbank,merchant_00711@upi,3328.1,2026-01-10T21:39:00,DEV_00955_A,Delhi,0,9,2070.89,1.7742,21,0,0,392,0.0895,0.259,0.2416,0,bill_payment,normal,normal_edge_normal_velocity_burst_known_context
TXN_20260110_0003138,user_00505,user_00505@okbank,merchant_00707@upi,996.08,2026-01-10T21:40:00,DEV_00505_A,Chennai,0,1,1099.15,-0.2604,21,0,0,2575,0.2688,0.2201,0.0351,0,purchase,normal,standard
TXN_20260111_0000067,user_00626,user_00626@okbank,merchant_00397@upi,1557.62,2026-01-11T00:42:00,DEV_00626_A,Bengaluru,0,14,561.5,4.7005,0,1,7,773,0.6658,0.593,0.7093,1,transfer,high_velocity_no_new_device,fraud_moderate
TXN_20260111_0004162,user_00763,user_00763@okbank,merchant_01553@upi,7949.25,2026-01-11T02:35:00,DEV_FAIL_004162,Pune,1,31,1583.25,13.4179,2,1,14,2857,0.5721,0.8425,1.0,1,transfer,high_failed_attempts,fraud_severe
TXN_20260111_0002767,user_00696,user_00696@okbank,refund.support.helpdesk.17@upi,2872.23,2026-01-11T02:43:00,DEV_NIGHT_002767,Ahmedabad,1,7,1200.35,6.5211,2,1,3,811,0.8473,0.5927,1.0,1,transfer,unusual_time_medium_deviation,fraud_moderate
TXN_20260111_0002904,user_00687,user_00687@okbank,merchant_01186@upi,1671.6,2026-01-11T07:21:00,DEV_00687_A,Kolkata,0,3,1700.71,-0.0456,7,0,1,75,0.0868,0.176,0.1356,0,transfer,normal,standard
